=== LAYOUT FOR PPR-137.3.pdf ===

--- Page 1 ---
Page size: Width=612, Height=1008

--- Lines ---

--- Rectangles ---
Rect: x0=22.2, y0=126.5, x1=22.7, y1=127.0, width=0.5, height=0.5
Rect: x0=268.7, y0=438.6, x1=309.7, y1=447.9, width=40.9, height=9.2
Rect: x0=315.3, y0=434.1, x1=350.8, y1=452.5, width=35.5, height=18.4
Rect: x0=320.4, y0=434.1, x1=345.7, y1=443.3, width=25.2, height=9.2
Rect: x0=320.4, y0=443.3, x1=345.7, y1=452.5, width=25.2, height=9.1
Rect: x0=351.3, y0=434.1, x1=418.3, y1=452.5, width=67.0, height=18.4
Rect: x0=356.5, y0=438.6, x1=413.1, y1=447.9, width=56.6, height=9.2
Rect: x0=418.9, y0=434.1, x1=589.3, y1=452.5, width=170.4, height=18.4
Rect: x0=423.9, y0=436.4, x1=584.1, y1=450.2, width=160.2, height=13.8
Rect: x0=22.2, y0=433.6, x1=22.7, y1=434.1, width=0.5, height=0.5
Rect: x0=22.7, y0=433.6, x1=211.4, y1=434.1, width=188.7, height=0.5
Rect: x0=211.4, y0=433.6, x1=211.8, y1=434.1, width=0.5, height=0.5
Rect: x0=211.8, y0=433.6, x1=263.1, y1=434.1, width=51.2, height=0.5
Rect: x0=263.1, y0=433.6, x1=263.6, y1=434.1, width=0.5, height=0.5
Rect: x0=263.6, y0=433.6, x1=314.8, y1=434.1, width=51.2, height=0.5
Rect: x0=314.8, y0=433.6, x1=315.3, y1=434.1, width=0.5, height=0.5
Rect: x0=315.3, y0=433.6, x1=350.8, y1=434.1, width=35.5, height=0.5
Rect: x0=350.8, y0=433.6, x1=351.3, y1=434.1, width=0.5, height=0.5
Rect: x0=351.3, y0=433.6, x1=418.4, y1=434.1, width=67.1, height=0.5
Rect: x0=418.4, y0=433.6, x1=418.9, y1=434.1, width=0.5, height=0.5
Rect: x0=418.9, y0=433.6, x1=589.4, y1=434.1, width=170.5, height=0.5
Rect: x0=589.4, y0=433.6, x1=589.9, y1=434.1, width=0.5, height=0.5
Rect: x0=22.2, y0=434.1, x1=22.7, y1=452.5, width=0.5, height=18.4
Rect: x0=211.4, y0=434.1, x1=211.8, y1=452.5, width=0.5, height=18.4
Rect: x0=263.1, y0=434.1, x1=263.6, y1=452.5, width=0.5, height=18.4
Rect: x0=314.8, y0=434.1, x1=315.3, y1=452.5, width=0.5, height=18.4
Rect: x0=350.8, y0=434.1, x1=351.3, y1=452.5, width=0.5, height=18.4
Rect: x0=418.4, y0=434.1, x1=418.9, y1=452.5, width=0.5, height=18.4
Rect: x0=589.4, y0=434.1, x1=589.9, y1=452.5, width=0.5, height=18.4
Rect: x0=22.8, y0=452.9, x1=211.2, y1=468.5, width=188.4, height=15.6
Rect: x0=27.8, y0=453.9, x1=206.1, y1=467.7, width=178.2, height=13.8
Rect: x0=211.8, y0=452.9, x1=263.1, y1=468.5, width=51.2, height=15.6
Rect: x0=216.9, y0=452.9, x1=257.9, y1=468.5, width=41.0, height=15.6
Rect: x0=263.6, y0=452.9, x1=314.8, y1=468.5, width=51.2, height=15.6
Rect: x0=268.7, y0=452.9, x1=309.7, y1=468.5, width=40.9, height=15.6
Rect: x0=315.3, y0=452.9, x1=350.8, y1=468.5, width=35.5, height=15.6
Rect: x0=320.4, y0=452.9, x1=345.7, y1=468.5, width=25.2, height=15.6
Rect: x0=351.3, y0=452.9, x1=418.3, y1=468.5, width=67.0, height=15.6
Rect: x0=356.5, y0=456.2, x1=413.1, y1=465.4, width=56.6, height=9.2
Rect: x0=418.9, y0=452.9, x1=589.3, y1=468.5, width=170.4, height=15.6
Rect: x0=423.9, y0=453.9, x1=584.1, y1=467.7, width=160.2, height=13.8
Rect: x0=22.2, y0=452.4, x1=22.7, y1=452.9, width=0.5, height=0.5
Rect: x0=22.7, y0=452.4, x1=211.4, y1=452.9, width=188.7, height=0.5
Rect: x0=211.4, y0=452.4, x1=211.8, y1=452.9, width=0.5, height=0.5
Rect: x0=211.8, y0=452.4, x1=263.1, y1=452.9, width=51.2, height=0.5
Rect: x0=263.1, y0=452.4, x1=263.6, y1=452.9, width=0.5, height=0.5
Rect: x0=263.6, y0=452.4, x1=314.8, y1=452.9, width=51.2, height=0.5
Rect: x0=314.8, y0=452.4, x1=315.3, y1=452.9, width=0.5, height=0.5
Rect: x0=315.3, y0=452.4, x1=350.8, y1=452.9, width=35.5, height=0.5
Rect: x0=350.8, y0=452.4, x1=351.3, y1=452.9, width=0.5, height=0.5
Rect: x0=351.3, y0=452.4, x1=418.4, y1=452.9, width=67.1, height=0.5
Rect: x0=418.4, y0=452.4, x1=418.9, y1=452.9, width=0.5, height=0.5
Rect: x0=418.9, y0=452.4, x1=589.4, y1=452.9, width=170.5, height=0.5
Rect: x0=589.4, y0=452.4, x1=589.9, y1=452.9, width=0.5, height=0.5
Rect: x0=22.2, y0=452.9, x1=22.7, y1=468.5, width=0.5, height=15.6
Rect: x0=211.4, y0=452.9, x1=211.8, y1=468.5, width=0.5, height=15.6
Rect: x0=263.1, y0=452.9, x1=263.6, y1=468.5, width=0.5, height=15.6
Rect: x0=314.8, y0=452.9, x1=315.3, y1=468.5, width=0.5, height=15.6
Rect: x0=350.8, y0=452.9, x1=351.3, y1=468.5, width=0.5, height=15.6
Rect: x0=418.4, y0=452.9, x1=418.9, y1=468.5, width=0.5, height=15.6
Rect: x0=589.4, y0=452.9, x1=589.9, y1=468.5, width=0.5, height=15.6
Rect: x0=22.8, y0=469.0, x1=211.2, y1=484.6, width=188.4, height=15.6
Rect: x0=27.8, y0=470.0, x1=206.1, y1=483.8, width=178.2, height=13.8
Rect: x0=211.8, y0=469.0, x1=263.1, y1=484.6, width=51.2, height=15.6
Rect: x0=216.9, y0=469.0, x1=257.9, y1=484.6, width=41.0, height=15.6
Rect: x0=263.6, y0=469.0, x1=314.8, y1=484.6, width=51.2, height=15.6
Rect: x0=268.7, y0=469.0, x1=309.7, y1=484.6, width=40.9, height=15.6
Rect: x0=315.3, y0=469.0, x1=350.8, y1=484.6, width=35.5, height=15.6
Rect: x0=320.4, y0=469.0, x1=345.7, y1=484.6, width=25.2, height=15.6
Rect: x0=351.3, y0=469.0, x1=418.3, y1=484.6, width=67.0, height=15.6
Rect: x0=356.5, y0=472.2, x1=413.1, y1=481.4, width=56.6, height=9.1
Rect: x0=418.9, y0=469.0, x1=589.3, y1=484.6, width=170.4, height=15.6
Rect: x0=423.9, y0=470.0, x1=584.1, y1=483.8, width=160.2, height=13.8
Rect: x0=22.2, y0=468.5, x1=22.7, y1=469.0, width=0.5, height=0.5
Rect: x0=22.7, y0=468.5, x1=211.4, y1=469.0, width=188.7, height=0.5
Rect: x0=211.4, y0=468.5, x1=211.8, y1=469.0, width=0.5, height=0.5
Rect: x0=211.8, y0=468.5, x1=263.1, y1=469.0, width=51.2, height=0.5
Rect: x0=263.1, y0=468.5, x1=263.6, y1=469.0, width=0.5, height=0.5
Rect: x0=263.6, y0=468.5, x1=314.8, y1=469.0, width=51.2, height=0.5
Rect: x0=314.8, y0=468.5, x1=315.3, y1=469.0, width=0.5, height=0.5
Rect: x0=315.3, y0=468.5, x1=350.8, y1=469.0, width=35.5, height=0.5
Rect: x0=350.8, y0=468.5, x1=351.3, y1=469.0, width=0.5, height=0.5
Rect: x0=351.3, y0=468.5, x1=418.4, y1=469.0, width=67.1, height=0.5
Rect: x0=418.4, y0=468.5, x1=418.9, y1=469.0, width=0.5, height=0.5
Rect: x0=418.9, y0=468.5, x1=589.4, y1=469.0, width=170.5, height=0.5
Rect: x0=589.4, y0=468.5, x1=589.9, y1=469.0, width=0.5, height=0.5
Rect: x0=22.2, y0=469.0, x1=22.7, y1=484.6, width=0.5, height=15.6
Rect: x0=211.4, y0=469.0, x1=211.8, y1=484.6, width=0.5, height=15.6
Rect: x0=263.1, y0=469.0, x1=263.6, y1=484.6, width=0.5, height=15.6
Rect: x0=314.8, y0=469.0, x1=315.3, y1=484.6, width=0.5, height=15.6
Rect: x0=350.8, y0=469.0, x1=351.3, y1=484.6, width=0.5, height=15.6
Rect: x0=418.4, y0=469.0, x1=418.9, y1=484.6, width=0.5, height=15.6
Rect: x0=589.4, y0=469.0, x1=589.9, y1=484.6, width=0.5, height=15.6
Rect: x0=22.8, y0=485.1, x1=211.2, y1=500.7, width=188.4, height=15.6
Rect: x0=27.8, y0=486.0, x1=206.1, y1=499.8, width=178.2, height=13.8
Rect: x0=211.8, y0=485.1, x1=263.1, y1=500.7, width=51.2, height=15.6
Rect: x0=216.9, y0=485.1, x1=257.9, y1=500.7, width=41.0, height=15.6
Rect: x0=263.6, y0=485.1, x1=314.8, y1=500.7, width=51.2, height=15.6
Rect: x0=268.7, y0=485.1, x1=309.7, y1=500.7, width=40.9, height=15.6
Rect: x0=315.3, y0=485.1, x1=350.8, y1=500.7, width=35.5, height=15.6
Rect: x0=320.4, y0=485.1, x1=345.7, y1=500.7, width=25.2, height=15.6
Rect: x0=351.3, y0=485.1, x1=418.3, y1=500.7, width=67.0, height=15.6
Rect: x0=356.5, y0=488.4, x1=413.1, y1=497.5, width=56.6, height=9.1
Rect: x0=418.9, y0=485.1, x1=589.3, y1=500.7, width=170.4, height=15.6
Rect: x0=423.9, y0=486.0, x1=584.1, y1=499.8, width=160.2, height=13.8
Rect: x0=22.2, y0=484.6, x1=22.7, y1=485.1, width=0.5, height=0.5
Rect: x0=22.7, y0=484.6, x1=211.4, y1=485.1, width=188.7, height=0.5
Rect: x0=211.4, y0=484.6, x1=211.8, y1=485.1, width=0.5, height=0.5
Rect: x0=211.8, y0=484.6, x1=263.1, y1=485.1, width=51.2, height=0.5
Rect: x0=263.1, y0=484.6, x1=263.6, y1=485.1, width=0.5, height=0.5
Rect: x0=263.6, y0=484.6, x1=314.8, y1=485.1, width=51.2, height=0.5
Rect: x0=314.8, y0=484.6, x1=315.3, y1=485.1, width=0.5, height=0.5
Rect: x0=315.3, y0=484.6, x1=350.8, y1=485.1, width=35.5, height=0.5
Rect: x0=350.8, y0=484.6, x1=351.3, y1=485.1, width=0.5, height=0.5
Rect: x0=351.3, y0=484.6, x1=418.4, y1=485.1, width=67.1, height=0.5
Rect: x0=418.4, y0=484.6, x1=418.9, y1=485.1, width=0.5, height=0.5
Rect: x0=418.9, y0=484.6, x1=589.4, y1=485.1, width=170.5, height=0.5
Rect: x0=589.4, y0=484.6, x1=589.9, y1=485.1, width=0.5, height=0.5
Rect: x0=22.2, y0=485.1, x1=22.7, y1=500.7, width=0.5, height=15.6
Rect: x0=211.4, y0=485.1, x1=211.8, y1=500.7, width=0.5, height=15.6
Rect: x0=263.1, y0=485.1, x1=263.6, y1=500.7, width=0.5, height=15.6
Rect: x0=314.8, y0=485.1, x1=315.3, y1=500.7, width=0.5, height=15.6
Rect: x0=350.8, y0=485.1, x1=351.3, y1=500.7, width=0.5, height=15.6
Rect: x0=418.4, y0=485.1, x1=418.9, y1=500.7, width=0.5, height=15.6
Rect: x0=589.4, y0=485.1, x1=589.9, y1=500.7, width=0.5, height=15.6
Rect: x0=22.8, y0=501.2, x1=211.2, y1=516.8, width=188.4, height=15.6
Rect: x0=27.8, y0=502.0, x1=206.1, y1=515.8, width=178.2, height=13.8
Rect: x0=211.8, y0=501.2, x1=263.1, y1=516.8, width=51.2, height=15.6
Rect: x0=216.9, y0=501.2, x1=257.9, y1=516.8, width=41.0, height=15.6
Rect: x0=263.6, y0=501.2, x1=314.8, y1=516.8, width=51.2, height=15.6
Rect: x0=268.7, y0=501.2, x1=309.7, y1=516.8, width=40.9, height=15.6
Rect: x0=315.3, y0=501.2, x1=350.8, y1=516.8, width=35.5, height=15.6
Rect: x0=320.4, y0=501.2, x1=345.7, y1=516.8, width=25.2, height=15.6
Rect: x0=351.3, y0=501.2, x1=418.3, y1=516.8, width=67.0, height=15.6
Rect: x0=356.5, y0=504.3, x1=413.1, y1=513.5, width=56.6, height=9.2
Rect: x0=418.9, y0=501.2, x1=589.3, y1=516.8, width=170.4, height=15.6
Rect: x0=423.9, y0=502.0, x1=584.1, y1=515.8, width=160.2, height=13.8
Rect: x0=22.2, y0=500.7, x1=22.7, y1=501.2, width=0.5, height=0.5
Rect: x0=22.7, y0=500.7, x1=211.4, y1=501.2, width=188.7, height=0.5
Rect: x0=211.4, y0=500.7, x1=211.8, y1=501.2, width=0.5, height=0.5
Rect: x0=211.8, y0=500.7, x1=263.1, y1=501.2, width=51.2, height=0.5
Rect: x0=263.1, y0=500.7, x1=263.6, y1=501.2, width=0.5, height=0.5
Rect: x0=263.6, y0=500.7, x1=314.8, y1=501.2, width=51.2, height=0.5
Rect: x0=314.8, y0=500.7, x1=315.3, y1=501.2, width=0.5, height=0.5
Rect: x0=315.3, y0=500.7, x1=350.8, y1=501.2, width=35.5, height=0.5
Rect: x0=350.8, y0=500.7, x1=351.3, y1=501.2, width=0.5, height=0.5
Rect: x0=351.3, y0=500.7, x1=418.4, y1=501.2, width=67.1, height=0.5
Rect: x0=418.4, y0=500.7, x1=418.9, y1=501.2, width=0.5, height=0.5
Rect: x0=418.9, y0=500.7, x1=589.4, y1=501.2, width=170.5, height=0.5
Rect: x0=589.4, y0=500.7, x1=589.9, y1=501.2, width=0.5, height=0.5
Rect: x0=22.2, y0=501.2, x1=22.7, y1=516.8, width=0.5, height=15.6
Rect: x0=211.4, y0=501.2, x1=211.8, y1=516.8, width=0.5, height=15.6
Rect: x0=263.1, y0=501.2, x1=263.6, y1=516.8, width=0.5, height=15.6
Rect: x0=314.8, y0=501.2, x1=315.3, y1=516.8, width=0.5, height=15.6
Rect: x0=350.8, y0=501.2, x1=351.3, y1=516.8, width=0.5, height=15.6
Rect: x0=418.4, y0=501.2, x1=418.9, y1=516.8, width=0.5, height=15.6
Rect: x0=589.4, y0=501.2, x1=589.9, y1=516.8, width=0.5, height=15.6
Rect: x0=22.8, y0=517.3, x1=211.2, y1=532.9, width=188.4, height=15.6
Rect: x0=27.8, y0=518.1, x1=206.1, y1=531.9, width=178.2, height=13.8
Rect: x0=211.8, y0=517.3, x1=263.1, y1=532.9, width=51.2, height=15.6
Rect: x0=216.9, y0=517.3, x1=257.9, y1=532.9, width=41.0, height=15.6
Rect: x0=263.6, y0=517.3, x1=314.8, y1=532.9, width=51.2, height=15.6
Rect: x0=268.7, y0=517.3, x1=309.7, y1=532.9, width=40.9, height=15.6
Rect: x0=315.3, y0=517.3, x1=350.8, y1=532.9, width=35.5, height=15.6
Rect: x0=320.4, y0=517.3, x1=345.7, y1=532.9, width=25.2, height=15.6
Rect: x0=351.3, y0=517.3, x1=418.3, y1=532.9, width=67.0, height=15.6
Rect: x0=356.5, y0=520.4, x1=413.1, y1=529.6, width=56.6, height=9.2
Rect: x0=418.9, y0=517.3, x1=589.3, y1=532.9, width=170.4, height=15.6
Rect: x0=423.9, y0=518.1, x1=584.1, y1=531.9, width=160.2, height=13.8
Rect: x0=22.2, y0=516.8, x1=22.7, y1=517.3, width=0.5, height=0.5
Rect: x0=22.7, y0=516.8, x1=211.4, y1=517.3, width=188.7, height=0.5
Rect: x0=211.4, y0=516.8, x1=211.8, y1=517.3, width=0.5, height=0.5
Rect: x0=211.8, y0=516.8, x1=263.1, y1=517.3, width=51.2, height=0.5
Rect: x0=263.1, y0=516.8, x1=263.6, y1=517.3, width=0.5, height=0.5
Rect: x0=263.6, y0=516.8, x1=314.8, y1=517.3, width=51.2, height=0.5
Rect: x0=314.8, y0=516.8, x1=315.3, y1=517.3, width=0.5, height=0.5
Rect: x0=315.3, y0=516.8, x1=350.8, y1=517.3, width=35.5, height=0.5
Rect: x0=350.8, y0=516.8, x1=351.3, y1=517.3, width=0.5, height=0.5
Rect: x0=351.3, y0=516.8, x1=418.4, y1=517.3, width=67.1, height=0.5
Rect: x0=418.4, y0=516.8, x1=418.9, y1=517.3, width=0.5, height=0.5
Rect: x0=418.9, y0=516.8, x1=589.4, y1=517.3, width=170.5, height=0.5
Rect: x0=589.4, y0=516.8, x1=589.9, y1=517.3, width=0.5, height=0.5
Rect: x0=22.2, y0=517.3, x1=22.7, y1=532.9, width=0.5, height=15.6
Rect: x0=211.4, y0=517.3, x1=211.8, y1=532.9, width=0.5, height=15.6
Rect: x0=263.1, y0=517.3, x1=263.6, y1=532.9, width=0.5, height=15.6
Rect: x0=314.8, y0=517.3, x1=315.3, y1=532.9, width=0.5, height=15.6
Rect: x0=350.8, y0=517.3, x1=351.3, y1=532.9, width=0.5, height=15.6
Rect: x0=418.4, y0=517.3, x1=418.9, y1=532.9, width=0.5, height=15.6
Rect: x0=589.4, y0=517.3, x1=589.9, y1=532.9, width=0.5, height=15.6
Rect: x0=22.8, y0=533.3, x1=211.2, y1=548.8, width=188.4, height=15.5
Rect: x0=27.8, y0=534.2, x1=206.1, y1=548.0, width=178.2, height=13.8
Rect: x0=211.8, y0=533.3, x1=263.1, y1=548.8, width=51.2, height=15.5
Rect: x0=216.9, y0=533.3, x1=257.9, y1=548.8, width=41.0, height=15.5
Rect: x0=263.6, y0=533.3, x1=314.8, y1=548.8, width=51.2, height=15.5
Rect: x0=268.7, y0=533.3, x1=309.7, y1=548.8, width=40.9, height=15.5
Rect: x0=315.3, y0=533.3, x1=350.8, y1=548.8, width=35.5, height=15.5
Rect: x0=320.4, y0=533.3, x1=345.7, y1=548.8, width=25.2, height=15.5
Rect: x0=351.3, y0=533.3, x1=418.3, y1=548.8, width=67.0, height=15.5
Rect: x0=356.5, y0=536.5, x1=413.1, y1=545.7, width=56.6, height=9.2
Rect: x0=418.9, y0=533.3, x1=589.3, y1=548.8, width=170.4, height=15.5
Rect: x0=423.9, y0=534.2, x1=584.1, y1=548.0, width=160.2, height=13.8
Rect: x0=22.2, y0=532.9, x1=22.7, y1=533.4, width=0.5, height=0.5
Rect: x0=22.7, y0=532.9, x1=211.4, y1=533.4, width=188.7, height=0.5
Rect: x0=211.4, y0=532.9, x1=211.8, y1=533.4, width=0.5, height=0.5
Rect: x0=211.8, y0=532.9, x1=263.1, y1=533.4, width=51.2, height=0.5
Rect: x0=263.1, y0=532.9, x1=263.6, y1=533.4, width=0.5, height=0.5
Rect: x0=263.6, y0=532.9, x1=314.8, y1=533.4, width=51.2, height=0.5
Rect: x0=314.8, y0=532.9, x1=315.3, y1=533.4, width=0.5, height=0.5
Rect: x0=315.3, y0=532.9, x1=350.8, y1=533.4, width=35.5, height=0.5
Rect: x0=350.8, y0=532.9, x1=351.3, y1=533.4, width=0.5, height=0.5
Rect: x0=351.3, y0=532.9, x1=418.4, y1=533.4, width=67.1, height=0.5
Rect: x0=418.4, y0=532.9, x1=418.9, y1=533.4, width=0.5, height=0.5
Rect: x0=418.9, y0=532.9, x1=589.4, y1=533.4, width=170.5, height=0.5
Rect: x0=589.4, y0=532.9, x1=589.9, y1=533.4, width=0.5, height=0.5
Rect: x0=22.2, y0=533.3, x1=22.7, y1=548.8, width=0.5, height=15.5
Rect: x0=211.4, y0=533.3, x1=211.8, y1=548.8, width=0.5, height=15.5
Rect: x0=263.1, y0=533.3, x1=263.6, y1=548.8, width=0.5, height=15.5
Rect: x0=314.8, y0=533.3, x1=315.3, y1=548.8, width=0.5, height=15.5
Rect: x0=350.8, y0=533.3, x1=351.3, y1=548.8, width=0.5, height=15.5
Rect: x0=418.4, y0=533.3, x1=418.9, y1=548.8, width=0.5, height=15.5
Rect: x0=589.4, y0=533.3, x1=589.9, y1=548.8, width=0.5, height=15.5
Rect: x0=22.8, y0=549.4, x1=211.2, y1=564.9, width=188.4, height=15.5
Rect: x0=27.8, y0=550.3, x1=206.1, y1=564.1, width=178.2, height=13.8
Rect: x0=211.8, y0=549.4, x1=263.1, y1=564.9, width=51.2, height=15.5
Rect: x0=216.9, y0=549.4, x1=257.9, y1=564.9, width=41.0, height=15.5
Rect: x0=263.6, y0=549.4, x1=314.8, y1=564.9, width=51.2, height=15.5
Rect: x0=268.7, y0=549.4, x1=309.7, y1=564.9, width=40.9, height=15.5
Rect: x0=315.3, y0=549.4, x1=350.8, y1=564.9, width=35.5, height=15.5
Rect: x0=320.4, y0=549.4, x1=345.7, y1=564.9, width=25.2, height=15.5
Rect: x0=351.3, y0=549.4, x1=418.3, y1=564.9, width=67.0, height=15.5
Rect: x0=356.5, y0=552.5, x1=413.1, y1=561.8, width=56.6, height=9.2
Rect: x0=418.9, y0=549.4, x1=589.3, y1=564.9, width=170.4, height=15.5
Rect: x0=423.9, y0=550.3, x1=584.1, y1=564.1, width=160.2, height=13.8
Rect: x0=22.2, y0=548.8, x1=22.7, y1=549.3, width=0.5, height=0.5
Rect: x0=22.7, y0=548.8, x1=211.4, y1=549.3, width=188.7, height=0.5
Rect: x0=211.4, y0=548.8, x1=211.8, y1=549.3, width=0.5, height=0.5
Rect: x0=211.8, y0=548.8, x1=263.1, y1=549.3, width=51.2, height=0.5
Rect: x0=263.1, y0=548.8, x1=263.6, y1=549.3, width=0.5, height=0.5
Rect: x0=263.6, y0=548.8, x1=314.8, y1=549.3, width=51.2, height=0.5
Rect: x0=314.8, y0=548.8, x1=315.3, y1=549.3, width=0.5, height=0.5
Rect: x0=315.3, y0=548.8, x1=350.8, y1=549.3, width=35.5, height=0.5
Rect: x0=350.8, y0=548.8, x1=351.3, y1=549.3, width=0.5, height=0.5
Rect: x0=351.3, y0=548.8, x1=418.4, y1=549.3, width=67.1, height=0.5
Rect: x0=418.4, y0=548.8, x1=418.9, y1=549.3, width=0.5, height=0.5
Rect: x0=418.9, y0=548.8, x1=589.4, y1=549.3, width=170.5, height=0.5
Rect: x0=589.4, y0=548.8, x1=589.9, y1=549.3, width=0.5, height=0.5
Rect: x0=22.2, y0=549.3, x1=22.7, y1=564.9, width=0.5, height=15.6
Rect: x0=211.4, y0=549.3, x1=211.8, y1=564.9, width=0.5, height=15.6
Rect: x0=263.1, y0=549.3, x1=263.6, y1=564.9, width=0.5, height=15.6
Rect: x0=314.8, y0=549.3, x1=315.3, y1=564.9, width=0.5, height=15.6
Rect: x0=350.8, y0=549.3, x1=351.3, y1=564.9, width=0.5, height=15.6
Rect: x0=418.4, y0=549.3, x1=418.9, y1=564.9, width=0.5, height=15.6
Rect: x0=589.4, y0=549.3, x1=589.9, y1=564.9, width=0.5, height=15.6
Rect: x0=22.8, y0=565.4, x1=211.2, y1=583.9, width=188.4, height=18.5
Rect: x0=27.8, y0=567.8, x1=206.1, y1=581.6, width=178.2, height=13.8
Rect: x0=211.8, y0=565.4, x1=263.1, y1=583.9, width=51.2, height=18.5
Rect: x0=216.9, y0=570.1, x1=257.9, y1=579.2, width=41.0, height=9.1
Rect: x0=263.6, y0=565.4, x1=314.8, y1=583.9, width=51.2, height=18.5
Rect: x0=268.7, y0=570.1, x1=309.7, y1=579.2, width=40.9, height=9.1
Rect: x0=315.3, y0=565.4, x1=350.8, y1=583.9, width=35.5, height=18.5
Rect: x0=320.4, y0=565.4, x1=345.7, y1=574.6, width=25.2, height=9.2
Rect: x0=320.4, y0=574.6, x1=345.7, y1=583.9, width=25.2, height=9.2
Rect: x0=351.3, y0=565.4, x1=418.3, y1=583.9, width=67.0, height=18.5
Rect: x0=356.5, y0=570.1, x1=413.1, y1=579.2, width=56.6, height=9.1
Rect: x0=418.9, y0=565.4, x1=589.3, y1=583.9, width=170.4, height=18.5
Rect: x0=423.9, y0=567.8, x1=584.1, y1=581.6, width=160.2, height=13.8
Rect: x0=22.2, y0=564.9, x1=22.7, y1=565.4, width=0.5, height=0.5
Rect: x0=22.7, y0=564.9, x1=211.4, y1=565.4, width=188.7, height=0.5
Rect: x0=211.4, y0=564.9, x1=211.8, y1=565.4, width=0.5, height=0.5
Rect: x0=211.8, y0=564.9, x1=263.1, y1=565.4, width=51.2, height=0.5
Rect: x0=263.1, y0=564.9, x1=263.6, y1=565.4, width=0.5, height=0.5
Rect: x0=263.6, y0=564.9, x1=314.8, y1=565.4, width=51.2, height=0.5
Rect: x0=314.8, y0=564.9, x1=315.3, y1=565.4, width=0.5, height=0.5
Rect: x0=315.3, y0=564.9, x1=350.8, y1=565.4, width=35.5, height=0.5
Rect: x0=350.8, y0=564.9, x1=351.3, y1=565.4, width=0.5, height=0.5
Rect: x0=351.3, y0=564.9, x1=418.4, y1=565.4, width=67.1, height=0.5
Rect: x0=418.4, y0=564.9, x1=418.9, y1=565.4, width=0.5, height=0.5
Rect: x0=418.9, y0=564.9, x1=589.4, y1=565.4, width=170.5, height=0.5
Rect: x0=589.4, y0=564.9, x1=589.9, y1=565.4, width=0.5, height=0.5
Rect: x0=22.2, y0=565.4, x1=22.7, y1=583.9, width=0.5, height=18.5
Rect: x0=211.4, y0=565.4, x1=211.8, y1=583.9, width=0.5, height=18.5
Rect: x0=263.1, y0=565.4, x1=263.6, y1=583.9, width=0.5, height=18.5
Rect: x0=314.8, y0=565.4, x1=315.3, y1=583.9, width=0.5, height=18.5
Rect: x0=350.8, y0=565.4, x1=351.3, y1=583.9, width=0.5, height=18.5
Rect: x0=418.4, y0=565.4, x1=418.9, y1=583.9, width=0.5, height=18.5
Rect: x0=589.4, y0=565.4, x1=589.9, y1=583.9, width=0.5, height=18.5
Rect: x0=22.8, y0=584.4, x1=211.2, y1=616.5, width=188.4, height=32.2
Rect: x0=27.8, y0=584.3, x1=206.1, y1=598.1, width=178.2, height=13.8
Rect: x0=27.8, y0=598.1, x1=206.1, y1=607.4, width=178.2, height=9.2
Rect: x0=27.8, y0=607.4, x1=206.1, y1=616.5, width=178.2, height=9.1
Rect: x0=211.8, y0=584.4, x1=263.1, y1=616.5, width=51.2, height=32.2
Rect: x0=216.9, y0=592.6, x1=257.9, y1=608.2, width=41.0, height=15.6
Rect: x0=263.6, y0=584.4, x1=314.8, y1=616.5, width=51.2, height=32.2
Rect: x0=268.7, y0=592.6, x1=309.7, y1=608.2, width=40.9, height=15.6
Rect: x0=315.3, y0=584.4, x1=350.8, y1=616.5, width=35.5, height=32.2
Rect: x0=320.4, y0=592.6, x1=345.7, y1=608.2, width=25.2, height=15.6
Rect: x0=351.3, y0=584.4, x1=418.3, y1=616.5, width=67.0, height=32.2
Rect: x0=356.5, y0=595.9, x1=413.1, y1=605.0, width=56.6, height=9.1
Rect: x0=418.9, y0=584.4, x1=589.3, y1=616.5, width=170.4, height=32.2
Rect: x0=423.9, y0=593.6, x1=584.1, y1=607.4, width=160.2, height=13.8
Rect: x0=22.2, y0=583.9, x1=22.7, y1=584.4, width=0.5, height=0.5
Rect: x0=22.7, y0=583.9, x1=211.4, y1=584.4, width=188.7, height=0.5
Rect: x0=211.4, y0=583.9, x1=211.8, y1=584.4, width=0.5, height=0.5
Rect: x0=211.8, y0=583.9, x1=263.1, y1=584.4, width=51.2, height=0.5
Rect: x0=263.1, y0=583.9, x1=263.6, y1=584.4, width=0.5, height=0.5
Rect: x0=263.6, y0=583.9, x1=314.8, y1=584.4, width=51.2, height=0.5
Rect: x0=314.8, y0=583.9, x1=315.3, y1=584.4, width=0.5, height=0.5
Rect: x0=315.3, y0=583.9, x1=350.8, y1=584.4, width=35.5, height=0.5
Rect: x0=350.8, y0=583.9, x1=351.3, y1=584.4, width=0.5, height=0.5
Rect: x0=351.3, y0=583.9, x1=418.4, y1=584.4, width=67.1, height=0.5
Rect: x0=418.4, y0=583.9, x1=418.9, y1=584.4, width=0.5, height=0.5
Rect: x0=418.9, y0=583.9, x1=589.4, y1=584.4, width=170.5, height=0.5
Rect: x0=589.4, y0=583.9, x1=589.9, y1=584.4, width=0.5, height=0.5
Rect: x0=22.2, y0=584.4, x1=22.7, y1=616.5, width=0.5, height=32.2
Rect: x0=211.4, y0=584.4, x1=211.8, y1=616.5, width=0.5, height=32.2
Rect: x0=263.1, y0=584.4, x1=263.6, y1=616.5, width=0.5, height=32.2
